Date,Difficulty
7/25/2012,1866391
7/26/2012,1866391
7/27/2012,1866391
7/28/2012,1866391
7/29/2012,1866391
7/30/2012,1866391
7/31/2012,2036671
8/1/2012,2036671
8/2/2012,2036671
8/3/2012,2036671
8/4/2012,2036671
8/5/2012,2036671
8/6/2012,2036671
8/7/2012,2036671
8/8/2012,2036671
8/9/2012,2036671
8/10/2012,2036671
8/11/2012,2036671
8/12/2012,2036671
8/13/2012,2190866
8/14/2012,2190866
8/15/2012,2190866
8/16/2012,2190866
8/17/2012,2190866
8/18/2012,2190866
8/19/2012,2190866
8/20/2012,2190866
8/21/2012,2190866
8/22/2012,2190866
8/23/2012,2190866
8/24/2012,2190866
8/25/2012,2190866
8/26/2012,2440643
8/27/2012,2440643
8/28/2012,2440643
8/29/2012,2440643
8/30/2012,2440643
8/31/2012,2440643
9/1/2012,2440643
9/2/2012,2440643
9/3/2012,2440643
9/4/2012,2440643
9/5/2012,2440643
9/6/2012,2440643
9/7/2012,2694048
9/8/2012,2694048
9/9/2012,2694048
9/10/2012,2694048
9/11/2012,2694048
9/12/2012,2694048
9/13/2012,2694048
9/14/2012,2694048
9/15/2012,2694048
9/16/2012,2694048
9/17/2012,2694048
9/18/2012,2694048
9/19/2012,2694048
9/20/2012,2864141
9/21/2012,2864141
9/22/2012,2864141
9/23/2012,2864141
9/24/2012,2864141
9/25/2012,2864141
9/26/2012,2864141
9/27/2012,2864141
9/28/2012,2864141
9/29/2012,2864141
9/30/2012,2864141
10/1/2012,2864141
10/2/2012,2864141
10/3/2012,2864141
10/4/2012,3054628
10/5/2012,3054628
10/6/2012,3054628
10/7/2012,3054628
10/8/2012,3054628
10/9/2012,3054628
10/10/2012,3054628
10/11/2012,3054628
10/12/2012,3054628
10/13/2012,3054628
10/14/2012,3054628
10/15/2012,3054628
10/16/2012,3054628
10/17/2012,3072322
10/18/2012,3072322
10/19/2012,3072322
10/20/2012,3072322
10/21/2012,3072322
10/22/2012,3072322
10/23/2012,3072322
10/24/2012,3072322
10/25/2012,3072322
10/26/2012,3072322
10/27/2012,3072322
10/28/2012,3072322
10/29/2012,3072322
10/30/2012,3304356
10/31/2012,3304356
11/1/2012,3304356
11/2/2012,3304356
11/3/2012,3304356
11/4/2012,3304356
11/5/2012,3304356
11/6/2012,3304356
11/7/2012,3304356
11/8/2012,3304356
11/9/2012,3304356
11/10/2012,3304356
11/11/2012,3304356
11/12/2012,3304356
11/13/2012,3368767
11/14/2012,3368767
11/15/2012,3368767
11/16/2012,3368767
11/17/2012,3368767
11/18/2012,3368767
11/19/2012,3368767
11/20/2012,3368767
11/21/2012,3368767
11/22/2012,3368767
11/23/2012,3368767
11/24/2012,3368767
11/25/2012,3368767
11/26/2012,3368767
11/27/2012,3438909
11/28/2012,3438909
11/29/2012,3438909
11/30/2012,3438909
12/1/2012,3438909
12/2/2012,3438909
12/3/2012,3438909
12/4/2012,3438909
12/5/2012,3438909
12/6/2012,3438909
12/7/2012,3438909
12/8/2012,3438909
12/9/2012,3438909
12/10/2012,3438909
12/11/2012,3370182
12/12/2012,3370182
12/13/2012,3370182
12/14/2012,3370182
12/15/2012,3370182
12/16/2012,3370182
12/17/2012,3370182
12/18/2012,3370182
12/19/2012,3370182
12/20/2012,3370182
12/21/2012,3370182
12/22/2012,3370182
12/23/2012,3370182
12/24/2012,3370182
12/25/2012,3370182
12/26/2012,3370182
12/27/2012,2979637
12/28/2012,2979637
12/29/2012,2979637
12/30/2012,2979637
12/31/2012,2979637
1/1/2013,2979637
1/2/2013,2979637
1/3/2013,2979637
1/4/2013,2979637
1/5/2013,2979637
1/6/2013,2979637
1/7/2013,2979637
1/8/2013,2979637
1/9/2013,3249550
1/10/2013,3249550
1/11/2013,3249550
1/12/2013,3249550
1/13/2013,3249550
1/14/2013,3249550
1/15/2013,3249550
1/16/2013,3249550
1/17/2013,3249550
1/18/2013,3249550
1/19/2013,3249550
1/20/2013,3249550
1/21/2013,3249550
1/22/2013,3249550
1/23/2013,3249550
1/24/2013,2968775
1/25/2013,2968775
1/26/2013,2968775
1/27/2013,2968775
1/28/2013,2968775
1/29/2013,2968775
1/30/2013,2968775
1/31/2013,2968775
2/1/2013,2968775
2/2/2013,2968775
2/3/2013,2968775
2/4/2013,2968775
2/5/2013,2968775
2/6/2013,3275465
2/7/2013,3275465
2/8/2013,3275465
2/9/2013,3275465
2/10/2013,3275465
2/11/2013,3275465
2/12/2013,3275465
2/13/2013,3275465
2/14/2013,3275465
2/15/2013,3275465
2/16/2013,3275465
2/17/2013,3275465
2/18/2013,3275465
2/19/2013,3651012
2/20/2013,3651012
2/21/2013,3651012
2/22/2013,3651012
2/23/2013,3651012
2/24/2013,3651012
2/25/2013,3651012
2/26/2013,3651012
2/27/2013,3651012
2/28/2013,3651012
3/1/2013,3651012
3/2/2013,4367876
3/3/2013,4367876
3/4/2013,4367876
3/5/2013,4367876
3/6/2013,4367876
3/7/2013,4367876
3/8/2013,4367876
3/9/2013,4367876
3/10/2013,4367876
3/11/2013,4367876
3/12/2013,4367876
3/13/2013,4367876
3/14/2013,4367876
3/15/2013,4847647
3/16/2013,4847647
3/17/2013,4847647
3/18/2013,4847647
3/19/2013,4847647
3/20/2013,4847647
3/21/2013,4847647
3/22/2013,4847647
3/23/2013,4847647
3/24/2013,4847647
3/25/2013,6695826
3/26/2013,6695826
3/27/2013,6695826
3/28/2013,6695826
3/29/2013,6695826
3/30/2013,6695826
3/31/2013,6695826
4/1/2013,6695826
4/2/2013,6695826
4/3/2013,6695826
4/4/2013,6695826
4/5/2013,6695826
4/6/2013,7673000
4/7/2013,7673000
4/8/2013,7673000
4/9/2013,7673000
4/10/2013,7673000
4/11/2013,7673000
4/12/2013,7673000
4/13/2013,7673000
4/14/2013,7673000
4/15/2013,7673000
4/16/2013,7673000
4/17/2013,7673000
4/18/2013,8974296
4/19/2013,8974296
4/20/2013,8974296
4/21/2013,8974296
4/22/2013,8974296
4/23/2013,8974296
4/24/2013,8974296
4/25/2013,8974296
4/26/2013,8974296
4/27/2013,8974296
4/28/2013,8974296
4/29/2013,8974296
4/30/2013,8974296
5/1/2013,10076293
5/2/2013,10076293
5/3/2013,10076293
5/4/2013,10076293
5/5/2013,10076293
5/6/2013,10076293
5/7/2013,10076293
5/8/2013,10076293
5/9/2013,10076293
5/10/2013,10076293
5/11/2013,10076293
5/12/2013,10076293
5/13/2013,11187257
5/14/2013,11187257
5/15/2013,11187257
5/16/2013,11187257
5/17/2013,11187257
5/18/2013,11187257
5/19/2013,11187257
5/20/2013,11187257
5/21/2013,11187257
5/22/2013,11187257
5/23/2013,11187257
5/24/2013,11187257
5/25/2013,11187257
5/26/2013,12153412
5/27/2013,12153412
5/28/2013,12153412
5/29/2013,12153412
5/30/2013,12153412
5/31/2013,12153412
6/1/2013,12153412
6/2/2013,12153412
6/3/2013,12153412
6/4/2013,12153412
6/5/2013,12153412
6/6/2013,15605633
6/7/2013,15605633
6/8/2013,15605633
6/9/2013,15605633
6/10/2013,15605633
6/11/2013,15605633
6/12/2013,15605633
6/13/2013,15605633
6/14/2013,15605633
6/15/2013,15605633
6/16/2013,15605633
6/17/2013,19339258
6/18/2013,19339258
6/19/2013,19339258
6/20/2013,19339258
6/21/2013,19339258
6/22/2013,19339258
6/23/2013,19339258
6/24/2013,19339258
6/25/2013,19339258
6/26/2013,19339258
6/27/2013,19339258
6/28/2013,19339258
6/29/2013,19339258
6/30/2013,21335329
7/1/2013,21335329
7/2/2013,21335329
7/3/2013,21335329
7/4/2013,21335329
7/5/2013,21335329
7/6/2013,21335329
7/7/2013,21335329
7/8/2013,21335329
7/9/2013,21335329
7/10/2013,21335329
7/11/2013,26162876
7/12/2013,26162876
7/13/2013,26162876
7/14/2013,26162876
7/15/2013,26162876
7/16/2013,26162876
7/17/2013,26162876
7/18/2013,26162876
7/19/2013,26162876
7/20/2013,26162876
7/21/2013,26162876
7/22/2013,26162876
7/23/2013,31256961
7/24/2013,31256961
7/25/2013,31256961
7/26/2013,31256961
7/27/2013,31256961
7/28/2013,31256961
7/29/2013,31256961
7/30/2013,31256961
7/31/2013,31256961
8/1/2013,31256961
8/2/2013,31256961
8/3/2013,31256961
8/4/2013,37392766
8/5/2013,37392766
8/6/2013,37392766
8/7/2013,37392766
8/8/2013,37392766
8/9/2013,37392766
8/10/2013,37392766
8/11/2013,37392766
8/12/2013,37392766
8/13/2013,37392766
8/14/2013,50810339
8/15/2013,50810339
8/16/2013,50810339
8/17/2013,50810339
8/18/2013,50810339
8/19/2013,50810339
8/20/2013,50810339
8/21/2013,50810339
8/22/2013,50810339
8/23/2013,50810339
8/24/2013,50810339
8/25/2013,65750060
8/26/2013,65750060
8/27/2013,65750060
8/28/2013,65750060
8/29/2013,65750060
8/30/2013,65750060
8/31/2013,65750060
9/1/2013,65750060
9/2/2013,65750060
9/3/2013,65750060
9/4/2013,65750060
9/5/2013,86933018
9/6/2013,86933018
9/7/2013,86933018
9/8/2013,86933018
9/9/2013,86933018
9/10/2013,86933018
9/11/2013,86933018
9/12/2013,86933018
9/13/2013,86933018
9/14/2013,86933018
9/15/2013,112628549
9/16/2013,112628549
9/17/2013,112628549
9/18/2013,112628549
9/19/2013,112628549
9/20/2013,112628549
9/21/2013,112628549
9/22/2013,112628549
9/23/2013,112628549
9/24/2013,112628549
9/25/2013,112628549
9/26/2013,148819200
9/27/2013,148819200
9/28/2013,148819200
9/29/2013,148819200
9/30/2013,148819200
10/1/2013,148819200
10/2/2013,148819200
10/3/2013,148819200
10/4/2013,148819200
10/5/2013,148819200
10/6/2013,148819200
10/7/2013,189281249
10/8/2013,189281249
10/9/2013,189281249
10/10/2013,189281249
10/11/2013,189281249
10/12/2013,189281249
10/13/2013,189281249
10/14/2013,189281249
10/15/2013,189281249
10/16/2013,189281249
10/17/2013,267731249
10/18/2013,267731249
10/19/2013,267731249
10/20/2013,267731249
10/21/2013,267731249
10/22/2013,267731249
10/23/2013,267731249
10/24/2013,267731249
10/25/2013,267731249
10/26/2013,267731249
10/27/2013,390928788
10/28/2013,390928788
10/29/2013,390928788
10/30/2013,390928788
10/31/2013,390928788
11/1/2013,390928788
11/2/2013,390928788
11/3/2013,390928788
11/4/2013,390928788
11/5/2013,390928788
11/6/2013,510929738
11/7/2013,510929738
11/8/2013,510929738
11/9/2013,510929738
11/10/2013,510929738
11/11/2013,510929738
11/12/2013,510929738
11/13/2013,510929738
11/14/2013,510929738
11/15/2013,510929738
11/16/2013,510929738
11/17/2013,510929738
11/18/2013,609482680
11/19/2013,609482680
11/20/2013,609482680
11/21/2013,609482680
11/22/2013,609482680
11/23/2013,609482680
11/24/2013,609482680
11/25/2013,609482680
11/26/2013,609482680
11/27/2013,609482680
11/28/2013,609482680
11/29/2013,609482680
11/30/2013,707408283
12/1/2013,707408283
12/2/2013,707408283
12/3/2013,707408283
12/4/2013,707408283
12/5/2013,707408283
12/6/2013,707408283
12/7/2013,707408283
12/8/2013,707408283
12/9/2013,707408283
12/10/2013,707408283
12/11/2013,908350862
12/12/2013,908350862
12/13/2013,908350862
12/14/2013,908350862
12/15/2013,908350862
12/16/2013,908350862
12/17/2013,908350862
12/18/2013,908350862
12/19/2013,908350862
12/20/2013,908350862
12/21/2013,908350862
12/22/2013,1180923195
12/23/2013,1180923195
12/24/2013,1180923195
12/25/2013,1180923195
12/26/2013,1180923195
12/27/2013,1180923195
12/28/2013,1180923195
12/29/2013,1180923195
12/30/2013,1180923195
12/31/2013,1180923195
1/1/2014,1180923195
1/2/2014,1180923195
1/3/2014,1418481395
1/4/2014,1418481395
1/5/2014,1418481395
1/6/2014,1418481395
1/7/2014,1418481395
1/8/2014,1418481395
1/9/2014,1418481395
1/10/2014,1418481395
1/11/2014,1418481395
1/12/2014,1418481395
1/13/2014,1418481395
1/14/2014,1789546951
1/15/2014,1789546951
1/16/2014,1789546951
1/17/2014,1789546951
1/18/2014,1789546951
1/19/2014,1789546951
1/20/2014,1789546951
1/21/2014,1789546951
1/22/2014,1789546951
1/23/2014,1789546951
1/24/2014,1789546951
1/25/2014,2193847870
1/26/2014,2193847870
1/27/2014,2193847870
1/28/2014,2193847870
1/29/2014,2193847870
1/30/2014,2193847870
1/31/2014,2193847870
2/1/2014,2193847870
2/2/2014,2193847870
2/3/2014,2193847870
2/4/2014,2193847870
2/5/2014,2193847870
2/6/2014,2621404453
2/7/2014,2621404453
2/8/2014,2621404453
2/9/2014,2621404453
2/10/2014,2621404453
2/11/2014,2621404453
2/12/2014,2621404453
2/13/2014,2621404453
2/14/2014,2621404453
2/15/2014,2621404453
2/16/2014,2621404453
2/17/2014,3129573175
2/18/2014,3129573175
2/19/2014,3129573175
2/20/2014,3129573175
2/21/2014,3129573175
2/22/2014,3129573175
2/23/2014,3129573175
2/24/2014,3129573175
2/25/2014,3129573175
2/26/2014,3129573175
2/27/2014,3129573175
2/28/2014,3129573175
3/1/2014,3815723799
3/2/2014,3815723799
3/3/2014,3815723799
3/4/2014,3815723799
3/5/2014,3815723799
3/6/2014,3815723799
3/7/2014,3815723799
3/8/2014,3815723799
3/9/2014,3815723799
3/10/2014,3815723799
3/11/2014,3815723799
3/12/2014,3815723799
3/13/2014,3815723799
3/14/2014,4250217920
3/15/2014,4250217920
3/16/2014,4250217920
3/17/2014,4250217920
3/18/2014,4250217920
3/19/2014,4250217920
3/20/2014,4250217920
3/21/2014,4250217920
3/22/2014,4250217920
3/23/2014,4250217920
3/24/2014,4250217920
3/25/2014,5006860589
3/26/2014,5006860589
3/27/2014,5006860589
3/28/2014,5006860589
3/29/2014,5006860589
3/30/2014,5006860589
3/31/2014,5006860589
4/1/2014,5006860589
4/2/2014,5006860589
4/3/2014,5006860589
4/4/2014,5006860589
4/5/2014,5006860589
4/6/2014,6119726089
4/7/2014,6119726089
4/8/2014,6119726089
4/9/2014,6119726089
4/10/2014,6119726089
4/11/2014,6119726089
4/12/2014,6119726089
4/13/2014,6119726089
4/14/2014,6119726089
4/15/2014,6119726089
4/16/2014,6119726089
4/17/2014,6119726089
4/18/2014,6978842650
4/19/2014,6978842650
4/20/2014,6978842650
4/21/2014,6978842650
4/22/2014,6978842650
4/23/2014,6978842650
4/24/2014,6978842650
4/25/2014,6978842650
4/26/2014,6978842650
4/27/2014,6978842650
4/28/2014,6978842650
4/29/2014,6978842650
4/30/2014,8000872136
5/1/2014,8000872136
5/2/2014,8000872136
5/3/2014,8000872136
5/4/2014,8000872136
5/5/2014,8000872136
5/6/2014,8000872136
5/7/2014,8000872136
5/8/2014,8000872136
5/9/2014,8000872136
5/10/2014,8000872136
5/11/2014,8000872136
5/12/2014,8000872136
5/13/2014,8853416309
5/14/2014,8853416309
5/15/2014,8853416309
5/16/2014,8853416309
5/17/2014,8853416309
5/18/2014,8853416309
5/19/2014,8853416309
5/20/2014,8853416309
5/21/2014,8853416309
5/22/2014,8853416309
5/23/2014,8853416309
5/24/2014,8853416309
5/25/2014,10455720138
5/26/2014,10455720138
5/27/2014,10455720138
5/28/2014,10455720138
5/29/2014,10455720138
5/30/2014,10455720138
5/31/2014,10455720138
6/1/2014,10455720138
6/2/2014,10455720138
6/3/2014,10455720138
6/4/2014,10455720138
6/5/2014,10455720138
6/6/2014,11756551917
6/7/2014,11756551917
6/8/2014,11756551917
6/9/2014,11756551917
6/10/2014,11756551917
6/11/2014,11756551917
6/12/2014,11756551917
6/13/2014,11756551917
6/14/2014,11756551917
6/15/2014,11756551917
6/16/2014,11756551917
6/17/2014,11756551917
6/18/2014,11756551917
6/19/2014,13462580115
6/20/2014,13462580115
6/21/2014,13462580115
6/22/2014,13462580115
6/23/2014,13462580115
6/24/2014,13462580115
6/25/2014,13462580115
6/26/2014,13462580115
6/27/2014,13462580115
6/28/2014,13462580115
6/29/2014,13462580115
6/30/2014,16818461371
7/1/2014,16818461371
7/2/2014,16818461371
7/3/2014,16818461371
7/4/2014,16818461371
7/5/2014,16818461371
7/6/2014,16818461371
7/7/2014,16818461371
7/8/2014,16818461371
7/9/2014,16818461371
7/10/2014,16818461371
7/11/2014,16818461371
7/12/2014,16818461371
7/13/2014,17336316979
7/14/2014,17336316979
7/15/2014,17336316979
7/16/2014,17336316979
7/17/2014,17336316979
7/18/2014,17336316979
7/19/2014,17336316979
7/20/2014,17336316979
7/21/2014,17336316979
7/22/2014,17336316979
7/23/2014,17336316979
7/24/2014,17336316979
7/25/2014,17336316979
7/26/2014,18736441558
7/27/2014,18736441558
7/28/2014,18736441558
7/29/2014,18736441558
7/30/2014,18736441558
7/31/2014,18736441558
8/1/2014,18736441558
8/2/2014,18736441558
8/3/2014,18736441558
8/4/2014,18736441558
8/5/2014,18736441558
8/6/2014,18736441558
8/7/2014,18736441558
8/8/2014,18736441558
8/9/2014,19729645941
8/10/2014,19729645941
8/11/2014,19729645941
8/12/2014,19729645941
8/13/2014,19729645941
8/14/2014,19729645941
8/15/2014,19729645941
8/16/2014,19729645941
8/17/2014,19729645941
8/18/2014,19729645941
8/19/2014,19729645941
8/20/2014,23844670039
8/21/2014,23844670039
8/22/2014,23844670039
8/23/2014,23844670039
8/24/2014,23844670039
8/25/2014,23844670039
8/26/2014,23844670039
8/27/2014,23844670039
8/28/2014,23844670039
8/29/2014,23844670039
8/30/2014,23844670039
8/31/2014,23844670039
9/1/2014,27428630902
9/2/2014,27428630902
9/3/2014,27428630902
9/4/2014,27428630902
9/5/2014,27428630902
9/6/2014,27428630902
9/7/2014,27428630902
9/8/2014,27428630902
9/9/2014,27428630902
9/10/2014,27428630902
9/11/2014,27428630902
9/12/2014,27428630902
9/13/2014,27428630902
9/14/2014,29829733124
9/15/2014,29829733124
9/16/2014,29829733124
9/17/2014,29829733124
9/18/2014,29829733124
9/19/2014,29829733124
9/20/2014,29829733124
9/21/2014,29829733124
9/22/2014,29829733124
9/23/2014,29829733124
9/24/2014,29829733124
9/25/2014,29829733124
9/26/2014,34661425924
9/27/2014,34661425924
9/28/2014,34661425924
9/29/2014,34661425924
9/30/2014,34661425924
10/1/2014,34661425924
10/2/2014,34661425924
10/3/2014,34661425924
10/4/2014,34661425924
10/5/2014,34661425924
10/6/2014,34661425924
10/7/2014,34661425924
10/8/2014,34661425924
10/9/2014,34661425924
10/10/2014,35002482026
10/11/2014,35002482026
10/12/2014,35002482026
10/13/2014,35002482026
10/14/2014,35002482026
10/15/2014,35002482026
10/16/2014,35002482026
10/17/2014,35002482026
10/18/2014,35002482026
10/19/2014,35002482026
10/20/2014,35002482026
10/21/2014,35002482026
10/22/2014,35002482026
10/23/2014,35002482026
10/24/2014,35985640265
10/25/2014,35985640265
10/26/2014,35985640265
10/27/2014,35985640265
10/28/2014,35985640265
10/29/2014,35985640265
10/30/2014,35985640265
10/31/2014,35985640265
11/1/2014,35985640265
11/2/2014,35985640265
11/3/2014,35985640265
11/4/2014,35985640265
11/5/2014,35985640265
11/6/2014,39603666252
11/7/2014,39603666252
11/8/2014,39603666252
11/9/2014,39603666252
11/10/2014,39603666252
11/11/2014,39603666252
11/12/2014,39603666252
11/13/2014,39603666252
11/14/2014,39603666252
11/15/2014,39603666252
11/16/2014,39603666252
11/17/2014,39603666252
11/18/2014,39603666252
11/19/2014,40300030328
11/20/2014,40300030328
11/21/2014,40300030328
11/22/2014,40300030328
11/23/2014,40300030328
11/24/2014,40300030328
11/25/2014,40300030328
11/26/2014,40300030328
11/27/2014,40300030328
11/28/2014,40300030328
11/29/2014,40300030328
11/30/2014,40300030328
12/1/2014,40300030328
12/2/2014,40300030328
12/3/2014,40007470271
12/4/2014,40007470271
12/5/2014,40007470271
12/6/2014,40007470271
12/7/2014,40007470271
12/8/2014,40007470271
12/9/2014,40007470271
12/10/2014,40007470271
12/11/2014,40007470271
12/12/2014,40007470271
12/13/2014,40007470271
12/14/2014,40007470271
12/15/2014,40007470271
12/16/2014,40007470271
12/17/2014,40007470271
12/18/2014,39457671307
12/19/2014,39457671307
12/20/2014,39457671307
12/21/2014,39457671307
12/22/2014,39457671307
12/23/2014,39457671307
12/24/2014,39457671307
12/25/2014,39457671307
12/26/2014,39457671307
12/27/2014,39457671307
12/28/2014,39457671307
12/29/2014,39457671307
12/30/2014,39457671307
12/31/2014,40640955017
1/1/2015,40640955017
1/2/2015,40640955017
1/3/2015,40640955017
1/4/2015,40640955017
1/5/2015,40640955017
1/6/2015,40640955017
1/7/2015,40640955017
1/8/2015,40640955017
1/9/2015,40640955017
1/10/2015,40640955017
1/11/2015,40640955017
1/12/2015,40640955017
1/13/2015,43971662056
1/14/2015,43971662056
1/15/2015,43971662056
1/16/2015,43971662056
1/17/2015,43971662056
1/18/2015,43971662056
1/19/2015,43971662056
1/20/2015,43971662056
1/21/2015,43971662056
1/22/2015,43971662056
1/23/2015,43971662056
1/24/2015,43971662056
1/25/2015,43971662056
1/26/2015,43971662056
1/27/2015,43971662056
1/28/2015,41272873895
1/29/2015,41272873895
1/30/2015,41272873895
1/31/2015,41272873895
2/1/2015,41272873895
2/2/2015,41272873895
2/3/2015,41272873895
2/4/2015,41272873895
2/5/2015,41272873895
2/6/2015,41272873895
2/7/2015,41272873895
2/8/2015,41272873895
2/9/2015,41272873895
2/10/2015,44455415962
2/11/2015,44455415962
2/12/2015,44455415962
2/13/2015,44455415962
2/14/2015,44455415962
2/15/2015,44455415962
2/16/2015,44455415962
2/17/2015,44455415962
2/18/2015,44455415962
2/19/2015,44455415962
2/20/2015,44455415962
2/21/2015,44455415962
2/22/2015,44455415962
2/23/2015,46684376317
2/24/2015,46684376317
2/25/2015,46684376317
2/26/2015,46684376317
2/27/2015,46684376317
2/28/2015,46684376317
3/1/2015,46684376317
3/2/2015,46684376317
3/3/2015,46684376317
3/4/2015,46684376317
3/5/2015,46684376317
3/6/2015,46684376317
3/7/2015,46684376317
3/8/2015,46684376317
3/9/2015,47427554951
3/10/2015,47427554951
3/11/2015,47427554951
3/12/2015,47427554951
3/13/2015,47427554951
3/14/2015,47427554951
3/15/2015,47427554951
3/16/2015,47427554951
3/17/2015,47427554951
3/18/2015,47427554951
3/19/2015,47427554951
